measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,135,Brazil,3,Both,22,All ages,328,Upper respiratory infections,334,Short gestation,1,Number,2019,0.8135334924029421,1.0408815210511373,0.6380627333386784
1,Deaths,135,Brazil,3,Both,22,All ages,328,Upper respiratory infections,335,Low birth weight,1,Number,2019,0.9829862456611458,1.2623525994515665,0.7653295833553969
1,Deaths,135,Brazil,3,Both,22,All ages,328,Upper respiratory infections,339,Low birth weight and short gestation,1,Number,2019,1.1001280310510166,1.4090195066238118,0.862589590353507
1,Deaths,135,Brazil,3,Both,22,All ages,328,Upper respiratory infections,380,Particulate matter pollution,1,Number,2019,0.10125405900751053,0.14115636466088557,0.07155693775219166
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,89,Other environmental risks,1,Number,1990,107.77590822527593,171.0320342773079,48.14687212288707
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,91,Lead exposure,1,Number,1990,107.77590822527593,171.0320342773079,48.14687212288707
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,104,Metabolic risks,1,Number,1990,1759.1035130640848,1969.7632154173973,1537.5362225870958
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,107,High systolic blood pressure,1,Number,1990,1759.1035130640848,1969.7632154173973,1537.5362225870958
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,110,Dietary risks,1,Number,1990,224.45259354627512,590.2476431112702,15.804121879101292
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,124,Diet high in sodium,1,Number,1990,224.45259354627515,590.2476431112703,15.804121879101288
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,169,All risk factors,1,Number,1990,1759.1035130640848,1969.7632154173973,1537.5362225870958
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,202,Environmental/occupational risks,1,Number,1990,107.77590822527593,171.0320342773079,48.14687212288707
1,Deaths,135,Brazil,3,Both,22,All ages,1023,Other cardiovascular and circulatory diseases,203,Behavioral risks,1,Number,1990,224.45259354627512,590.2476431112702,15.804121879101292
1,Deaths,135,Brazil,3,Both,22,All ages,387,Protein-energy malnutrition,92,Child and maternal malnutrition,1,Number,2019,7648.439505543067,8276.180893706036,6601.374098561618
1,Deaths,135,Brazil,3,Both,22,All ages,387,Protein-energy malnutrition,94,Child underweight,1,Number,2019,7648.439505543067,8276.180893706036,6601.374098561618
1,Deaths,135,Brazil,3,Both,22,All ages,387,Protein-energy malnutrition,169,All risk factors,1,Number,2019,7648.439505543067,8276.180893706036,6601.374098561618
1,Deaths,135,Brazil,3,Both,22,All ages,387,Protein-energy malnutrition,203,Behavioral risks,1,Number,2019,7648.439505543067,8276.180893706036,6601.374098561618
1,Deaths,135,Brazil,3,Both,22,All ages,387,Protein-energy malnutrition,239,Child growth failure,1,Number,2019,7648.439505543067,8276.180893706036,6601.374098561618
1,Deaths,135,Brazil,3,Both,22,All ages,387,Protein-energy malnutrition,240,Child wasting,1,Number,2019,7648.439505543067,8276.180893706036,6601.374098561618
1,Deaths,135,Brazil,3,Both,22,All ages,297,Tuberculosis,98,Tobacco,1,Number,2019,905.2040412416568,1102.1173153248753,734.6944431283398
1,Deaths,135,Brazil,3,Both,22,All ages,297,Tuberculosis,99,Smoking,1,Number,2019,905.2040412416568,1102.1173153248756,734.6944431283398
1,Deaths,135,Brazil,3,Both,22,All ages,297,Tuberculosis,102,Alcohol use,1,Number,2019,1645.0736828454137,2078.7432064860914,1136.0652389202342
1,Deaths,135,Brazil,3,Both,22,All ages,297,Tuberculosis,104,Metabolic risks,1,Number,2019,608.7245593919225,861.6532181094839,380.25163337190526
1,Deaths,135,Brazil,3,Both,22,All ages,297,Tuberculosis,105,High fasting plasma glucose,1,Number,2019,608.7245593919225,861.6532181094839,380.25163337190526
1,Deaths,135,Brazil,3,Both,22,All ages,297,Tuberculosis,169,All risk factors,1,Number,2019,2596.231159667563,2978.990047361093,2174.664583009545
1,Deaths,135,Brazil,3,Both,22,All ages,297,Tuberculosis,203,Behavioral risks,1,Number,2019,2242.868228938943,2647.716175571582,1812.7941412508296
1,Deaths,135,Brazil,3,Both,22,All ages,432,Cervical cancer,98,Tobacco,1,Number,2019,2173.3934096475577,3715.8900905322694,966.2874616839428
1,Deaths,135,Brazil,3,Both,22,All ages,432,Cervical cancer,99,Smoking,1,Number,2019,2173.3934096475577,3715.8900905322694,966.2874616839426
1,Deaths,135,Brazil,3,Both,22,All ages,432,Cervical cancer,169,All risk factors,1,Number,2019,11074.544240099705,13171.710423699267,10242.187302377102
1,Deaths,135,Brazil,3,Both,22,All ages,432,Cervical cancer,170,Unsafe sex,1,Number,2019,11074.544240099705,13171.710423699267,10242.187302377102
1,Deaths,135,Brazil,3,Both,22,All ages,432,Cervical cancer,203,Behavioral risks,1,Number,2019,11074.544240099705,13171.710423699267,10242.187302377102
1,Deaths,135,Brazil,3,Both,22,All ages,435,Uterine cancer,104,Metabolic risks,1,Number,2019,1483.8467849416934,1972.674427889211,1053.8279839669165
1,Deaths,135,Brazil,3,Both,22,All ages,435,Uterine cancer,108,High body-mass index,1,Number,2019,1483.8467849416934,1972.674427889211,1053.8279839669165
1,Deaths,135,Brazil,3,Both,22,All ages,435,Uterine cancer,169,All risk factors,1,Number,2019,1483.8467849416934,1972.674427889211,1053.8279839669165
1,Deaths,135,Brazil,3,Both,22,All ages,456,Pancreatic cancer,98,Tobacco,1,Number,2019,3137.8574009105596,3652.4380513149817,2648.2202666318153
1,Deaths,135,Brazil,3,Both,22,All ages,456,Pancreatic cancer,99,Smoking,1,Number,2019,3137.8574009105596,3652.4380513149827,2648.2202666318153
1,Deaths,135,Brazil,3,Both,22,All ages,456,Pancreatic cancer,104,Metabolic risks,1,Number,2019,2420.5974071173705,4166.36812552357,1092.9803939942774
1,Deaths,135,Brazil,3,Both,22,All ages,456,Pancreatic cancer,105,High fasting plasma glucose,1,Number,2019,1351.9682753212956,2923.393035811484,317.5786929779827
1,Deaths,135,Brazil,3,Both,22,All ages,456,Pancreatic cancer,108,High body-mass index,1,Number,2019,1173.490666343706,2115.20293597925,457.8824758205461
1,Deaths,135,Brazil,3,Both,22,All ages,456,Pancreatic cancer,169,All risk factors,1,Number,2019,5039.969644079959,6548.036907866883,3798.1775817984567
1,Deaths,135,Brazil,3,Both,22,All ages,456,Pancreatic cancer,203,Behavioral risks,1,Number,2019,3137.8574009105596,3652.4380513149817,2648.2202666318153
1,Deaths,135,Brazil,3,Both,22,All ages,465,Ovarian cancer,104,Metabolic risks,1,Number,2019,599.2620857242447,1164.5437749578516,171.23720904727938
1,Deaths,135,Brazil,3,Both,22,All ages,465,Ovarian cancer,105,High fasting plasma glucose,1,Number,2019,406.28334393899416,947.9087034314819,79.58097096647437
1,Deaths,135,Brazil,3,Both,22,All ages,465,Ovarian cancer,108,High body-mass index,1,Number,2019,209.16694240100054,464.8683013651302,-5.810781968225879
1,Deaths,135,Brazil,3,Both,22,All ages,465,Ovarian cancer,126,Occupational risks,1,Number,2019,224.5256550534198,370.09339651978223,102.32806387783978
1,Deaths,135,Brazil,3,Both,22,All ages,465,Ovarian cancer,127,Occupational carcinogens,1,Number,2019,224.5256550534198,370.09339651978223,102.32806387783978
1,Deaths,135,Brazil,3,Both,22,All ages,465,Ovarian cancer,150,Occupational exposure to asbestos,1,Number,2019,224.5256550534198,370.09339651978223,102.32806387783978
1,Deaths,135,Brazil,3,Both,22,All ages,465,Ovarian cancer,169,All risk factors,1,Number,2019,794.485639902641,1348.831135942586,356.41324731295964
1,Deaths,135,Brazil,3,Both,22,All ages,465,Ovarian cancer,202,Environmental/occupational risks,1,Number,2019,224.5256550534198,370.09339651978223,102.32806387783978
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,98,Tobacco,1,Number,2019,1700.260574222284,2494.9972506039603,991.3323636331173
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,99,Smoking,1,Number,2019,1700.260574222284,2494.9972506039603,991.3323636331173
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,104,Metabolic risks,1,Number,2019,752.2554889713035,1214.2258758178868,373.98819903592613
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,108,High body-mass index,1,Number,2019,752.2554889713035,1214.2258758178868,373.98819903592613
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,126,Occupational risks,1,Number,2019,90.1861555255242,136.46244548789528,40.768862268406096
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,127,Occupational carcinogens,1,Number,2019,90.1861555255242,136.46244548789528,40.768862268406096
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,152,Occupational exposure to benzene,1,Number,2019,69.72314353014447,116.22376449903427,20.188047146921967
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,158,Occupational exposure to formaldehyde,1,Number,2019,20.912668651605344,24.505980845608796,17.522221721089338
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,169,All risk factors,1,Number,2019,2357.6618122783766,3233.2760406090665,1608.0871936786154
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,202,Environmental/occupational risks,1,Number,2019,90.1861555255242,136.46244548789528,40.768862268406096
1,Deaths,135,Brazil,3,Both,22,All ages,487,Leukemia,203,Behavioral risks,1,Number,2019,1700.260574222284,2494.9972506039603,991.3323636331173
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,82,"Unsafe water, sanitation, and handwashing",1,Number,1990,7627.417069086333,12037.193899338194,3343.9984942833225
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,1990,15452.95386126907,22042.66499922996,9754.139428314422
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,1990,4063.67869347671,7497.29370953092,1817.9583168197146
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,87,Household air pollution from solid fuels,1,Number,1990,11389.275167792366,17071.014352992086,6702.3157964839875
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,92,Child and maternal malnutrition,1,Number,1990,26060.1841858109,33450.07023017164,20334.620619445202
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,93,Suboptimal breastfeeding,1,Number,1990,4828.594546292048,6975.618025348589,3029.0992026257222
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,94,Child underweight,1,Number,1990,2141.8377133812673,4433.347231650862,1272.3533980942423
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,98,Tobacco,1,Number,1990,15935.67260969352,19604.222085809088,12405.703999579398
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,99,Smoking,1,Number,1990,8819.78397081755,10665.181812443667,6957.7410464624745
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,100,Secondhand smoke,1,Number,1990,8015.156811914683,11677.476487267295,4602.773334027077
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,102,Alcohol use,1,Number,1990,1279.9237581397788,1972.0426759748768,508.20467914723446
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,1990,4828.594546292048,6975.618025348589,3029.0992026257222
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,169,All risk factors,1,Number,1990,48510.02378931159,56557.94958866515,42568.98707362358
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,202,Environmental/occupational risks,1,Number,1990,22971.71080020818,30394.658045368964,16342.730604087024
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,203,Behavioral risks,1,Number,1990,39317.63983501733,46935.67042125185,33412.63971265356
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,238,No access to handwashing facility,1,Number,1990,7627.417069086332,12037.193899338194,3343.9984942833225
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,239,Child growth failure,1,Number,1990,22073.63320283109,29231.90612822139,16143.796119347544
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,240,Child wasting,1,Number,1990,19891.152650736163,28072.41796281553,11162.011125608618
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,241,Child stunting,1,Number,1990,3452.53194520622,10070.873003738436,177.23767986975702
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,331,Non-optimal temperature,1,Number,1990,2776.731446603075,9854.711668887156,155.59476361866388
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,334,Short gestation,1,Number,1990,1693.8538497568532,2002.1972533855337,1453.3595337355648
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,335,Low birth weight,1,Number,1990,2451.2359677736367,2906.084436458854,2114.8369102053707
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,337,High temperature,1,Number,1990,1703.2162996378786,8711.525808161137,-255.89581269248657
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,338,Low temperature,1,Number,1990,1085.7103043011193,2550.183786737836,-222.52454312777348
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,339,Low birth weight and short gestation,1,Number,1990,2652.1988450103822,3128.4474577982805,2284.6201913780665
1,Deaths,135,Brazil,3,Both,22,All ages,322,Lower respiratory infections,380,Particulate matter pollution,1,Number,1990,15452.953861269069,22042.66499922996,9754.13942831442
1,Deaths,135,Brazil,3,Both,22,All ages,366,Maternal disorders,92,Child and maternal malnutrition,1,Number,1990,752.7286852349937,1264.0194652509128,269.79966060788075
1,Deaths,135,Brazil,3,Both,22,All ages,366,Maternal disorders,95,Iron deficiency,1,Number,1990,752.7286852349937,1264.0194652509128,269.7996606078808
1,Deaths,135,Brazil,3,Both,22,All ages,366,Maternal disorders,169,All risk factors,1,Number,1990,752.7286852349937,1264.0194652509128,269.79966060788075
1,Deaths,135,Brazil,3,Both,22,All ages,366,Maternal disorders,203,Behavioral risks,1,Number,1990,752.7286852349937,1264.0194652509128,269.79966060788075
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,85,Air pollution,1,Number,2019,17117.56117841055,22303.5989213623,12252.74659458225
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2019,13292.248208651103,17940.375693167694,9247.481445258336
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,87,Household air pollution from solid fuels,1,Number,2019,3825.3129697594477,6906.141282564035,1725.6706642262047
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,89,Other environmental risks,1,Number,2019,5512.997248004235,9025.45482253396,2476.9478817979902
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,91,Lead exposure,1,Number,2019,5512.997248004235,9025.45482253396,2476.9478817979902
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,98,Tobacco,1,Number,2019,40376.018871923865,43501.2933265521,37164.57404537796
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,99,Smoking,1,Number,2019,35218.04248374488,38230.26946307244,32385.53448415555
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,100,Secondhand smoke,1,Number,2019,6934.051932981142,8478.524243383867,5570.848211305095
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,102,Alcohol use,1,Number,2019,-2386.4226797222627,418.1057031107119,-5094.175037025153
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,104,Metabolic risks,1,Number,2019,147270.6261604716,160806.37418473102,130871.83994583362
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,105,High fasting plasma glucose,1,Number,2019,47034.98902084848,75917.15486185343,26470.412631752362
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,107,High systolic blood pressure,1,Number,2019,93273.07935061505,109351.8912062465,76106.79848565029
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,108,High body-mass index,1,Number,2019,45210.07105041328,63084.099175775635,29102.451696227752
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,110,Dietary risks,1,Number,2019,75726.2202840485,91817.28332805244,59543.02756663029
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,111,Diet low in fruits,1,Number,2019,4143.478927833448,6968.996976555001,1378.3463297483124
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,112,Diet low in vegetables,1,Number,2019,11361.143097739654,16398.630979397985,6000.17601553218
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,113,Diet low in whole grains,1,Number,2019,24014.791225082692,32683.693516312742,9097.445981885401
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,114,Diet low in nuts and seeds,1,Number,2019,578.0694320802107,1182.1642146434815,358.02605892565174
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,116,Diet high in red meat,1,Number,2019,13932.968740839216,23334.029596854656,4166.741328508991
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,117,Diet high in processed meat,1,Number,2019,2172.057500265139,6242.759864815957,370.3144855038482
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,118,Diet high in sugar-sweetened beverages,1,Number,2019,4820.598310736891,6432.5775651875865,2731.6964703638555
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,119,Diet low in fiber,1,Number,2019,7029.278325154958,11738.585104387632,2640.332313091951
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,121,Diet low in seafood omega-3 fatty acids,1,Number,2019,5926.055214891894,7311.712668557201,3820.9147126699563
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,122,Diet low in polyunsaturated fatty acids,1,Number,2019,1606.8016997339935,3534.9242604878827,466.70887575325366
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,123,Diet high in trans fatty acids,1,Number,2019,12616.686446258478,16849.03579085523,1173.5467905034361
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,124,Diet high in sodium,1,Number,2019,12050.023275360227,31849.486250981205,808.6471286804883
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,125,Low physical activity,1,Number,2019,21898.690585601646,34924.86277927701,11040.847294632542
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,169,All risk factors,1,Number,2019,160563.57169073433,171066.8009959866,146735.8684742423
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,202,Environmental/occupational risks,1,Number,2019,25958.313516900653,32865.84459735301,18585.690168885987
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,203,Behavioral risks,1,Number,2019,106353.2158205031,118592.00621985886,93535.94975778212
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,331,Non-optimal temperature,1,Number,2019,4373.751829050677,7520.377127671564,-1197.7870786149094
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,333,Diet low in legumes,1,Number,2019,3874.5487083421535,7442.598683368388,558.2406245865537
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,337,High temperature,1,Number,2019,-825.0741271476429,1010.3622440509238,-6040.542606212068
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,338,Low temperature,1,Number,2019,5186.853605570667,7510.328363042352,3202.6884205150623
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,341,Kidney dysfunction,1,Number,2019,21766.284594919427,28268.864299736815,15649.229784482384
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,367,High LDL cholesterol,1,Number,2019,83759.41048353098,101543.49335590863,65741.98826087484
1,Deaths,135,Brazil,3,Both,22,All ages,493,Ischemic heart disease,380,Particulate matter pollution,1,Number,2019,17117.56117841055,22303.598921362303,12252.74659458225
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,89,Other environmental risks,1,Number,2019,1847.567079307537,4561.189107010748,484.5381908743246
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,91,Lead exposure,1,Number,2019,1847.567079307537,4561.189107010748,484.5381908743246
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,102,Alcohol use,1,Number,2019,2386.714012981114,3555.0032048398843,1443.9636540553429
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,104,Metabolic risks,1,Number,2019,29811.831230168238,40910.72904211386,25857.066001617644
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,107,High systolic blood pressure,1,Number,2019,29811.831230168238,40910.72904211386,25857.066001617644
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,108,High body-mass index,1,Number,2019,15258.172455781347,22770.681259523826,8653.338084871531
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,110,Dietary risks,1,Number,2019,3335.968582810131,11217.949483988117,153.47384414992956
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,124,Diet high in sodium,1,Number,2019,3335.9685828101315,11217.949483988115,153.47384414992962
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,169,All risk factors,1,Number,2019,29811.831230168238,40910.72904211386,25857.066001617644
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,202,Environmental/occupational risks,1,Number,2019,2569.8240028333576,5455.006818175221,742.8635572911826
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,203,Behavioral risks,1,Number,2019,5412.927126713228,12809.859387484117,2020.6961764318964
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,331,Non-optimal temperature,1,Number,2019,756.687213974957,2232.0387343565467,-656.1644267382675
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,337,High temperature,1,Number,2019,-167.17433179444131,1388.509589241126,-1627.3734572282506
1,Deaths,135,Brazil,3,Both,22,All ages,498,Hypertensive heart disease,338,Low temperature,1,Number,2019,919.6555437351415,1423.4256872506005,548.0221702731806
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,82,"Unsafe water, sanitation, and handwashing",1,Number,2019,5470.046457951444,6581.454600198434,4309.766171366792
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,83,Unsafe water source,1,Number,2019,4309.493321893254,5846.291024582223,2552.503662276797
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,84,Unsafe sanitation,1,Number,2019,2449.502436244868,3053.2620084004666,1889.0695817322592
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,85,Air pollution,1,Number,2019,3.146776409011631,4.521707604753905,2.161520616510511
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,86,Ambient particulate matter pollution,1,Number,2019,1.9171064273394458,2.9548976897649726,1.1564489320612885
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,87,Household air pollution from solid fuels,1,Number,2019,1.2296699816721848,2.0495851186278586,0.6495129883602768
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,92,Child and maternal malnutrition,1,Number,2019,1495.1522073481392,1963.5928820182808,1128.6129206513306
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,93,Suboptimal breastfeeding,1,Number,2019,670.6712746054382,893.6219589765326,478.8593442842466
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,94,Child underweight,1,Number,2019,51.976951359834054,75.92566379240803,33.09954864436894
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,96,Vitamin A deficiency,1,Number,2019,32.959045749686304,71.76559996436183,5.2233000386099695
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,97,Zinc deficiency,1,Number,2019,1.282710086354196,4.357049508509168,0.0048021443554117724
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2019,585.691075549237,790.7849535079606,415.43233264592266
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2019,128.18236623165313,238.7830454863732,41.792899692936004
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,169,All risk factors,1,Number,2019,5803.755609182434,6777.0888992833725,4780.083746312967
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,202,Environmental/occupational risks,1,Number,2019,5470.728338692098,6581.756057446956,4310.555407245863
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,203,Behavioral risks,1,Number,2019,1495.1522073481392,1963.5928820182808,1128.6129206513306
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,238,No access to handwashing facility,1,Number,2019,772.161533482595,962.8911631168925,597.1347235360532
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,239,Child growth failure,1,Number,2019,1287.6603686519102,1731.013850166482,884.4058286249467
1,Deaths,135,Brazil,3,Both,22,All ages,302,Diarrheal diseases,240,Child wasting,1,Number,2019,1243.5846783252236,1694.8340931333198,788.8997254065586
